0.47	35
0.71	35
0.71	42
0.94	38
1.17	42
1.31	35
1.42	42
1.53	35
1.53	38
1.65	42
1.88	38
2.1	42
2.34	35
2.57	35
2.57	42
2.81	38
3.03	42
3.17	35
3.28	42
3.39	35
3.51	42
3.76	38
3.99	35
3.99	42
4.22	38
4.23	35
4.45	35
4.45	42
4.57	38
4.69	38
4.9	42
5.05	35
5.16	38
5.16	42
5.27	35
5.39	42
5.63	38
5.85	42
6.1	35
6.34	35
6.34	42
6.45	38
6.57	38
6.8	42
6.93	35
7.04	38
7.16	35
7.27	42
7.52	38
7.74	42
7.86	42
7.97	35
8.21	42
8.44	35
8.44	38
8.44	47
8.67	42
8.9	35
8.9	42
9.13	42
9.37	35
9.37	38
9.6	42
9.84	35
10.07	42
10.31	35
10.31	47
10.54	42
10.66	42
10.78	35
10.89	42
11.01	42
11.24	35
11.24	38
11.24	47
11.47	42
11.71	35
11.95	42
12.18	35
12.42	42
12.66	35
12.88	42
13.12	35
13.12	38
13.12	42
13.36	42
13.59	35
13.82	42
14.07	35
14.07	38
14.3	42
14.43	42
14.54	35
14.54	42
14.66	42
14.77	42
15.0	35
15.0	38
15.23	42
15.46	35
15.7	42
15.93	38
15.94	35
16.17	42
16.41	35
16.64	42
16.88	35
16.88	38
17.11	42
17.23	38
17.36	35
17.58	42
17.81	38
18.05	42
18.17	42
18.28	35
18.28	42
18.39	42
18.51	42
18.73	35
18.73	38
18.97	42
19.21	35
19.44	42
19.68	35
19.68	38
19.92	42
20.15	35
20.39	42
20.62	35
20.62	38
20.86	42
21.1	35
21.33	42
21.33	49
21.58	35
21.58	47
21.81	42
21.92	38
22.03	38
22.26	38
22.26	47
22.49	38
22.6	38
22.72	38
22.84	38
22.84	47
22.95	35
23.19	42
23.43	35
23.43	47
23.67	42
23.9	35
24.14	42
24.37	35
24.37	38
24.61	42
24.85	35
25.07	42
25.31	35
25.31	38
25.31	47
25.54	42
25.78	35
25.78	42
26.0	42
26.24	35
26.24	38
26.24	42
26.48	42
26.71	35
26.72	42
26.95	42
27.18	35
27.18	38
27.18	42
27.41	42
27.64	35
27.64	42
27.88	42
28.11	38
28.12	35
28.35	42
28.59	35
28.59	42
28.82	42
29.06	35
29.06	38
29.29	42
29.53	35
29.53	42
29.75	42
29.99	35
29.99	38
30.22	42
30.46	35
30.68	42
30.92	35
30.92	38
31.15	42
31.41	35
31.64	42
31.88	35
31.88	47
32.11	42
32.35	35
32.58	42
32.82	35
32.82	47
33.04	42
33.28	35
33.52	42
33.75	35
33.75	47
33.98	42
34.22	35
34.46	42
34.69	35
34.69	47
34.92	42
35.16	35
35.38	42
35.62	35
35.86	42
36.09	35
36.31	42
36.55	35
36.55	38
36.78	42
37.03	35
37.25	42
37.5	38
37.73	42
37.98	35
37.98	49
38.67	49
39.12	49
39.35	38
39.61	49
40.08	49
40.32	38
40.32	47
40.32	49
40.56	49
40.79	49
41.03	49
41.26	38
41.49	49
41.94	49
42.17	38
42.42	49
42.89	49
43.12	38
43.12	49
43.37	49
43.6	49
43.84	49
44.07	38
44.07	49
44.3	49
44.53	49
44.77	49
45.0	38
45.0	49
45.25	49
45.7	49
45.93	49
45.94	38
46.17	49
46.64	49
46.88	38
47.12	49
47.59	49
47.82	38
48.06	49
48.27	49
48.52	49
48.74	49
48.75	38
48.98	49
49.45	49
49.69	38
49.93	49
50.38	49
50.62	38
50.62	49
50.85	49
51.11	49
51.57	49
52.5	38
52.75	38
52.86	38
52.97	47
52.98	35
53.22	42
53.45	35
53.45	47
53.45	42
53.69	42
53.9	35
53.9	42
54.13	42
54.38	35
54.38	47
54.61	42
54.85	35
54.85	42
55.08	42
55.31	35
55.31	38
55.31	42
55.55	42
55.66	42
55.78	35
55.91	42
56.02	42
56.25	35
56.25	38
56.25	47
56.49	42
56.72	35
56.94	42
57.18	35
57.18	47
57.18	42
57.42	42
57.65	35
57.89	42
58.12	35
58.12	38
58.35	42
58.59	35
58.82	42
59.06	35
59.06	38
59.29	42
59.42	42
59.54	35
59.65	42
59.77	42
60.0	35
60.0	38
60.0	47
60.23	42
60.47	35
60.71	42
60.94	35
60.94	38
61.16	42
61.4	35
61.63	42
61.88	35
62.1	42
62.34	35
62.57	42
62.81	38
63.05	42
63.17	42
63.29	35
63.29	42
63.4	42
63.51	42
63.74	38
63.75	47
63.98	42
64.22	35
64.45	42
64.69	35
64.69	38
64.69	47
64.92	42
65.16	35
65.16	42
65.39	42
65.62	35
65.62	38
65.86	42
66.09	35
66.33	42
66.57	35
66.57	47
66.8	42
66.92	42
67.03	35
67.04	42
67.15	42
67.26	42
67.48	35
67.48	38
67.73	42
67.97	35
68.2	42
68.43	35
68.43	38
68.67	42
68.91	35
69.13	42
69.37	35
69.37	38
69.6	42
69.84	35
70.07	42
70.31	35
70.31	38
70.31	42
70.55	42
70.67	42
70.78	35
70.91	42
71.01	42
71.24	35
71.24	38
71.47	42
71.71	35
71.95	42
72.19	35
72.42	42
72.66	35
72.88	42
73.12	35
73.12	38
73.35	42
73.59	35
73.81	42
74.06	35
74.06	38
74.06	47
74.29	42
74.41	42
74.53	35
74.65	42
74.77	42
74.99	38
74.99	47
75.22	42
75.47	35
75.47	47
75.7	42
75.95	35
75.95	47
76.18	42
76.42	35
76.42	42
76.65	42
76.88	35
76.88	38
77.11	42
77.23	38
