5.56	49
6.08	49
7.54	42
7.54	49
7.79	42
7.79	49
8.43	49
9.57	42
9.81	42
10.05	42
10.18	42
10.3	42
10.42	42
10.54	42
10.54	49
11.27	42
11.9	49
13.08	35
13.08	49
13.32	38
13.32	49
13.58	35
13.58	38
13.69	38
13.79	38
13.89	38
13.98	38
14.08	35
14.08	38
14.34	38
14.48	38
14.59	35
14.74	38
14.85	38
14.97	38
15.09	35
15.22	38
15.34	38
15.46	38
15.57	35
15.57	38
15.82	38
15.95	38
16.09	47
16.3	47
16.45	47
16.58	35
16.58	47
17.08	35
17.08	42
17.08	49
17.33	35
17.33	49
17.58	35
17.58	38
17.72	38
17.84	35
17.91	38
17.99	38
18.09	35
18.23	38
18.34	35
18.49	38
18.59	35
18.59	38
18.68	38
18.77	38
18.83	38
18.84	35
19.08	35
19.23	38
19.33	35
19.34	47
19.46	38
19.59	35
19.71	38
19.82	35
19.82	38
19.95	38
20.08	35
20.08	47
20.2	35
20.2	38
20.33	35
20.33	38
20.45	35
20.45	38
20.57	35
20.57	38
20.7	35
20.7	38
20.82	35
20.82	38
20.82	47
20.94	38
20.95	35
21.07	35
21.07	42
21.07	49
21.25	42
21.88	42
24.09	38
24.21	38
24.46	38
24.57	38
24.69	38
24.81	47
25.07	35
25.07	49
25.33	42
25.58	35
25.58	38
25.83	42
26.08	35
26.08	42
26.2	38
26.32	42
26.57	35
26.57	38
26.84	42
27.08	35
27.08	42
27.22	38
27.34	42
27.58	35
27.58	38
27.83	42
28.09	35
28.09	42
28.33	38
28.33	47
28.58	35
28.58	38
28.58	47
28.83	42
29.08	35
29.08	42
29.32	42
29.58	35
29.58	38
29.83	42
30.01	38
30.09	35
30.09	42
30.22	38
30.34	42
30.58	35
30.58	38
30.84	42
31.08	35
31.08	42
31.21	38
31.34	42
31.57	35
31.57	38
31.83	42
32.08	35
32.08	38
32.34	38
32.46	38
32.58	35
32.58	38
32.71	47
32.83	47
32.95	47
33.08	35
33.08	49
33.33	42
33.58	35
33.58	38
33.83	42
34.08	35
34.09	42
34.21	38
34.33	42
34.58	35
34.58	38
34.83	42
35.02	38
35.08	35
35.08	42
35.24	38
35.32	42
35.58	35
35.58	38
35.83	42
36.08	35
36.08	42
36.32	38
36.32	47
36.57	35
36.57	38
36.57	47
36.82	42
37.08	35
37.08	42
37.32	42
37.58	35
37.58	38
37.83	42
38.08	35
38.08	42
38.22	38
38.34	42
38.58	35
38.58	38
38.82	42
39.07	35
39.07	49
39.32	35
39.32	42
39.57	35
39.57	38
39.69	42
39.81	35
39.81	42
39.9	38
40.07	38
40.08	35
40.14	38
40.21	38
40.33	38
40.45	38
40.52	38
40.59	35
40.59	38
40.72	38
40.83	38
40.96	38
41.08	49
41.09	35
41.33	42
41.45	38
41.58	35
41.58	38
41.58	42
41.83	42
42.01	38
42.08	35
42.08	42
42.21	38
42.33	42
42.58	35
42.58	38
42.58	42
42.83	42
43.08	35
43.08	42
43.33	42
43.57	38
43.58	35
43.83	42
44.08	35
44.08	42
44.21	38
44.33	42
44.58	35
44.58	38
44.71	38
44.82	38
44.95	38
45.07	35
45.07	49
45.33	38
45.33	42
45.46	35
45.46	42
45.58	35
45.58	42
45.7	38
45.82	35
45.82	42
45.94	42
46.08	35
46.08	42
46.2	38
46.21	42
46.33	38
46.33	42
46.46	35
46.46	42
46.59	42
46.71	38
46.83	35
46.83	42
46.95	42
47.08	35
47.08	49
47.2	38
47.33	38
47.33	42
47.46	35
47.46	42
47.58	38
47.58	42
47.71	38
47.83	35
47.83	42
47.96	38
48.08	35
48.08	42
48.17	38
48.26	38
48.34	38
48.42	38
48.51	38
48.59	47
48.68	47
48.77	47
48.85	47
48.93	47
49.09	35
49.09	49
49.33	42
49.57	35
49.57	38
49.83	42
50.08	35
50.08	42
50.21	38
50.32	42
50.57	35
50.57	38
50.82	42
51.08	35
51.08	42
51.32	42
51.45	38
51.58	35
51.58	38
51.84	42
52.01	38
52.08	35
52.08	42
52.2	38
52.33	42
52.58	35
52.58	38
52.72	38
52.83	38
52.95	38
53.08	35
53.08	49
53.2	38
53.33	38
53.33	42
53.45	35
53.45	42
53.57	38
53.57	42
53.69	38
53.7	42
53.81	35
53.81	42
53.93	42
54.07	35
54.07	42
54.2	42
54.32	38
54.32	42
54.45	35
54.45	42
54.59	42
54.7	38
54.82	35
54.82	42
55.07	35
55.08	49
55.2	38
55.33	38
55.33	42
55.45	35
55.45	42
55.58	38
55.58	42
55.7	38
55.82	35
55.82	42
55.94	38
55.94	42
56.06	35
56.06	42
56.15	38
56.24	38
56.33	38
56.41	38
56.5	38
56.58	38
56.66	38
56.74	38
56.82	38
56.9	38
56.99	38
57.07	35
57.08	49
57.31	42
57.57	38
57.7	38
57.82	42
58.1	42
58.25	38
58.32	35
58.32	42
58.57	38
58.83	42
59.1	42
59.34	42
59.58	38
59.69	42
59.83	42
60.08	47
60.34	42
60.46	47
60.58	47
60.83	35
60.83	47
61.1	42
61.22	38
61.34	42
61.58	38
61.58	42
61.82	35
61.82	42
62.33	35
62.33	42
62.57	38
62.82	42
63.1	42
63.34	42
63.58	38
63.83	42
64.11	42
64.22	38
64.34	42
64.46	35
64.58	38
64.7	38
64.83	38
64.96	38
65.08	49
65.33	42
65.58	38
65.82	35
65.82	42
66.08	42
66.32	35
66.32	42
66.57	38
66.82	42
67.08	42
67.21	38
67.34	42
67.57	38
67.82	42
68.08	47
68.46	47
68.58	47
68.83	47
69.09	49
69.33	42
69.57	38
69.83	35
69.83	42
70.09	42
70.34	35
70.34	42
70.57	38
70.67	38
70.75	38
70.83	38
70.91	38
70.99	38
71.07	42
71.48	42
71.58	35
71.58	42
72.36	35
75.09	47
75.22	47
75.62	47
75.75	47
76.07	38
76.2	38
76.32	42
76.46	38
76.57	38
76.82	47
77.08	35
77.08	49
77.33	42
77.57	35
77.57	38
77.83	42
77.96	38
78.09	35
78.09	42
78.22	38
78.34	42
78.57	35
78.57	38
78.83	42
79.08	35
79.08	42
79.22	38
79.34	42
79.57	35
79.57	38
79.83	42
80.0	38
80.09	35
80.09	42
80.33	38
80.33	47
80.58	35
80.58	38
80.58	47
80.82	42
81.08	35
81.08	42
81.32	42
81.58	35
81.58	38
81.83	42
82.08	35
82.08	42
82.21	38
82.33	42
82.58	35
82.58	38
82.83	42
83.01	38
83.08	35
83.08	42
83.33	42
83.58	35
83.58	38
83.82	42
83.93	38
84.08	35
84.22	38
84.33	38
84.46	38
84.58	35
84.58	38
84.71	47
84.83	47
84.96	47
85.08	35
85.08	49
85.33	42
85.45	38
85.58	35
85.58	38
85.71	38
85.83	42
85.94	38
86.01	38
86.09	35
86.09	42
86.23	38
86.33	42
86.58	35
86.58	38
86.83	42
87.01	38
87.08	35
87.08	42
87.24	38
87.34	42
87.58	35
87.58	38
87.83	42
88.09	35
88.09	42
88.33	38
88.33	47
88.58	35
88.58	38
88.58	47
88.82	42
89.08	35
89.08	42
89.32	42
89.57	35
89.57	38
89.83	42
89.97	38
90.08	35
90.08	42
90.33	42
90.57	35
90.57	38
90.81	42
90.94	38
91.0	38
91.08	35
91.08	38
91.21	38
91.33	35
91.33	42
91.46	38
91.46	42
91.59	35
91.59	38
91.71	38
91.83	35
91.83	42
91.95	38
92.01	38
92.08	35
92.08	38
92.33	38
92.46	38
92.58	35
92.58	38
92.71	38
92.83	38
92.96	38
93.08	35
93.08	49
93.33	42
93.45	38
93.57	35
93.57	38
93.58	42
93.81	42
93.91	38
94.0	38
94.0	42
94.08	35
94.22	38
94.33	42
94.57	38
94.58	35
94.83	42
95.08	35
95.08	42
95.34	42
95.58	35
95.58	38
95.82	42
96.01	42
96.08	35
96.08	42
96.21	38
96.33	42
96.58	35
96.71	38
96.83	38
96.95	38
97.08	35
97.08	49
97.33	38
97.33	42
97.45	35
97.45	42
97.58	38
97.58	42
97.7	38
97.82	35
97.82	42
97.94	42
98.08	35
98.08	42
98.2	38
98.21	42
98.33	38
98.33	42
98.46	35
98.46	42
98.58	38
98.58	42
98.71	38
98.83	35
98.83	42
99.07	35
99.07	49
99.2	38
99.33	38
99.33	42
99.45	35
99.45	42
99.58	38
99.7	38
99.82	35
99.82	42
99.94	38
100.06	35
100.15	38
100.23	38
100.31	38
100.39	38
100.48	38
100.57	47
100.66	47
100.74	47
100.83	47
100.91	47
101.0	47
101.09	35
101.09	49
101.34	42
101.58	35
101.58	38
101.83	42
101.9	38
102.08	35
102.08	42
102.2	38
102.33	42
102.57	35
102.57	38
102.82	42
102.9	38
103.08	35
103.08	42
103.2	38
103.32	42
103.57	35
103.57	38
103.82	42
104.08	35
104.08	42
104.2	38
104.33	42
104.46	38
104.59	35
104.59	38
104.71	38
104.84	38
104.96	38
105.08	35
105.08	49
105.33	38
105.46	35
105.46	42
105.58	38
105.7	38
105.82	35
105.83	42
106.08	35
106.08	42
106.33	38
106.33	42
106.46	35
106.46	42
106.59	42
106.71	38
106.83	35
106.83	42
107.07	35
107.07	49
107.19	38
107.32	38
107.33	42
107.45	35
107.45	42
107.57	38
107.58	42
107.7	38
107.82	35
107.82	42
107.94	38
108.07	35
108.07	38
108.07	42
108.15	38
108.24	42
108.33	38
108.42	38
108.5	38
108.57	35
108.57	38
108.66	38
108.75	38
108.83	38
108.91	38
108.99	38
109.08	35
109.08	49
112.52	47
112.66	47
113.23	49
